"CONTACT_ID";"AGE";"FAMILYSIZE";"YEAREXPERIENCE";"ANNUALINCOME";"EDUCATIONLEVEL_ID";"NETPRICE_PRO11_AMT";"NETPRICE_PRO12_AMT";"NETPRICE_PRO13_AMT";"NETPRICE_PRO14_AMT";"NETPRICE_PRO15_AMT";"NETPRICE_PRO16_AMT";"NETPRICE_PRO17_AMT";"name"
2718;31;2;7;113;2;315;0;0;20;0;0;0;"Croydon"
2719;41;1;11;35;3;114;0;0;7,5;0;1;0;"Camden"
2720;55;1;30;85;3;0;0;0;1;0;0;0;"Kensington and Chelsea"
2721;45;4;19;73;1;0;0;0;29;0;0;0;"Redbridge"
2722;51;1;25;70;3;0;1;0;8;0;1;0;"Merton"
2723;27;3;2;130;1;192;0;0;44;0;1;1;"Hackney"
2724;30;1;4;39;1;0;0;0;15;0;1;0;"Barnet"
2725;31;4;5;72;2;242;0;0;18;1;1;0;"Barnet"
2726;61;4;37;68;3;0;0;0;23;0;0;0;"Hackney"
2727;40;1;16;35;3;0;0;0;14;1;1;0;"Redbridge"
2728;45;3;21;61;1;0;1;1;7;1;1;0;"Bexley"
2729;45;4;21;69;1;0;0;0;19;0;0;0;"Hillingdon"
2730;37;1;13;59;2;0;0;0;36;0;0;0;"Merton"
2731;34;2;8;99;3;217;0;0;45;0;0;0;"Westminster"
2732;43;1;16;201;2;0;0;0;100;1;0;1;"Waltham Forest"
2733;42;2;18;130;1;0;0;0;75;1;0;0;"Barnet"
2734;56;3;31;72;2;0;0;0;20;0;0;0;"Kingston upon Thames"
2735;33;1;9;44;1;0;0;0;12;0;0;0;"Bexley"
2736;36;1;10;91;3;289;0;0;15;0;1;0;"Hillingdon"
2737;62;3;37;92;1;310;0;0;5;0;1;0;"Islington"
2738;58;1;34;55;1;168;0;0;8;1;1;0;"Lambeth"
2739;65;3;40;20;1;102;0;0;5;1;1;0;"Brent"
2740;65;1;40;89;1;299;0;1;41;0;1;1;"Havering"
2741;52;2;26;59;2;239;0;0;15;1;0;0;"Islington"
2742;64;3;39;8;3;87;0;0;1;1;0;0;"Merton"
2743;51;4;25;85;1;0;0;0;49;1;1;0;"Croydon"
2744;59;1;35;94;1;76;1;1;43;0;1;0;"Harrow"
2745;52;2;28;22;1;0;0;0;4;1;1;0;"Sutton"
2746;55;2;31;74;3;0;0;0;32;1;1;0;"Kensington and Chelsea"
2747;46;3;19;59;2;0;0;0;26,7;0;0;0;"Greenwich"
2748;61;4;36;12;2;0;0;0;6;1;1;0;"Merton"
2749;35;1;9;8;2;0;0;0;4;0;1;0;"Kingston upon Thames"
2750;56;3;31;74;3;0;0;0;16;1;1;0;"Kingston upon Thames"
2751;31;4;5;184;2;0;0;1;34;1;1;1;"Bexley"
2753;53;2;27;63;3;0;1;0;8;0;1;0;"Barnet"
2754;36;2;12;123;2;0;0;1;56;1;1;1;"Kingston upon Thames"
2755;27;2;1;85;3;0;0;0;16;0;0;0;"Havering"
2756;36;3;12;109;3;0;1;1;5;0;1;1;"Lewisham"
2757;40;1;15;31;3;0;0;0;6;0;1;0;"Harrow"
2758;39;2;13;61;2;90;0;0;24;0;1;0;"Harrow"
2759;59;2;35;88;1;0;0;0;16;1;0;0;"Richmond upon Thames"
2760;43;2;18;22;2;0;0;0;3;0;0;0;"Islington"
2761;30;4;4;63;2;0;1;0;22;0;1;0;"Enfield"
2762;26;4;1;80;1;0;0;0;2;1;1;0;"Lewisham"
2763;48;3;22;78;1;0;0;0;21;1;1;0;"Brent"
2764;50;4;24;45;1;93;0;0;1;0;1;0;"Redbridge"
2765;33;4;7;51;3;0;0;0;21;1;0;0;"Brent"
2766;32;2;6;111;3;0;0;0;15;0;0;0;"Barnet"
2767;34;3;10;45;1;153;0;0;28;1;1;0;"Redbridge"
2768;33;2;9;184;2;0;0;0;48;0;0;1;"Kingston upon Thames"
2769;32;2;5;41;2;112;1;0;10;0;1;0;"Waltham Forest"
2770;55;4;30;69;3;0;1;1;13;1;1;0;"Lewisham"
2771;58;3;33;23;1;0;0;0;2;0;0;0;"Westminster"
2772;47;2;23;160;1;0;0;0;66,7;0;0;0;"Merton"
2773;30;1;5;61;2;251;1;1;8;0;1;0;"Islington"
2774;42;2;18;110;1;182;0;0;61;0;1;0;"Waltham Forest"
2775;40;2;16;50;3;0;0;0;6;0;0;0;"Kensington and Chelsea"
2776;33;1;9;49;2;0;0;0;24;0;1;0;"Lewisham"
2777;46;4;20;185;2;428;0;0;75;1;0;1;"Hackney"
2778;63;2;39;52;1;0;0;0;11;1;1;0;"Tower Hamlets"
2779;62;2;37;53;1;0;0;0;28;0;1;0;"Tower Hamlets"
2780;43;4;17;125;2;0;0;0;35;0;0;1;"Bexley"
2781;31;3;5;72;1;0;0;0;16;0;1;0;"Camden"
2782;28;4;2;51;3;0;0;0;18;1;0;0;"Camden"
2783;64;3;39;23;1;0;1;0;5;0;0;0;"Tower Hamlets"
2784;27;1;1;41;3;0;0;0;19;1;0;0;"Camden"
2785;33;3;9;41;1;108;0;0;20;0;1;0;"Sutton"
2786;39;1;12;138;2;0;0;0;46,7;0;1;1;"Merton"
2787;44;2;20;138;1;0;0;0;33;1;0;0;"Ealing"
2788;53;4;28;14;1;0;0;0;8;1;1;0;"Croydon"
2789;42;2;18;145;1;505;0;0;80;0;0;0;"Kensington and Chelsea"
2790;44;3;17;25;2;0;0;0;10;1;0;0;"Merton"
2791;34;1;10;43;1;142;0;0;17;1;0;0;"Richmond upon Thames"
2792;47;1;22;93;2;309;0;0;2;0;1;0;"Newham"
2793;53;2;29;90;1;217;1;0;3;1;0;0;"Croydon"
2794;62;2;36;41;3;154;1;0;10;0;1;0;"Kingston upon Thames"
2795;61;2;36;169;3;106;0;1;61;1;1;1;"Kingston upon Thames"
2796;42;2;17;63;3;0;0;0;22;0;1;0;"Barnet"
2797;48;3;21;23;2;95;0;0;6,7;0;0;0;"Redbridge"
2798;38;4;13;140;1;0;0;0;5;0;0;1;"Kingston upon Thames"
2799;41;1;15;75;3;0;0;0;15;0;1;0;"Westminster"
2800;57;4;32;13;2;78;1;0;9;0;1;0;"Tower Hamlets"
2801;31;1;7;10;3;81;0;0;5;0;1;0;"Lewisham"
2802;39;1;15;100;2;0;0;0;8;0;1;0;"Brent"
2803;48;3;22;85;1;203;0;0;11;0;1;0;"Hounslow"
2804;55;3;31;73;1;219;0;0;26,7;0;1;0;"Islington"
2805;29;2;4;130;1;0;0;0;67;1;0;0;"Waltham Forest"
2806;47;3;22;65;2;0;0;0;27;0;1;0;"Bexley"
2807;61;4;36;59;1;148;0;0;17;0;0;0;"Redbridge"
2808;60;2;34;31;3;0;0;0;10;0;0;0;"Harrow"
2809;34;1;10;134;1;0;0;0;40;0;0;0;"Islington"
2810;45;4;21;11;1;106;0;0;2;1;1;0;"Merton"
2811;60;1;35;32;3;80;0;0;3;0;1;0;"Islington"
2812;25;2;0;53;3;0;0;0;16;1;1;0;"Enfield"
2813;41;1;17;28;1;0;0;0;7;1;0;0;"Lambeth"
2814;63;2;37;44;3;0;0;0;10;0;1;0;"Barnet"
2815;63;1;39;40;1;118;0;0;8;1;0;0;"Islington"
2816;43;3;19;40;2;0;0;0;6;0;1;0;"Hillingdon"
2817;58;2;32;163;1;400;0;0;5;0;0;0;"Havering"
2818;50;1;25;82;3;0;0;0;13;0;1;0;"Redbridge"
2819;38;4;12;89;2;0;0;0;14;0;0;0;"Islington"
2820;54;4;30;78;2;0;0;0;16;1;1;0;"Lewisham"
2821;61;3;36;55;3;197;0;0;9;0;0;0;"Harrow"
2822;29;4;5;34;2;0;0;0;4;0;1;0;"Kingston upon Thames"
2823;39;4;12;108;2;301;0;0;36,7;1;0;1;"Havering"
2824;33;4;7;58;2;0;0;0;22;1;1;0;"Harrow"
2825;23;4;0;73;1;0;0;0;26;0;1;0;"Waltham Forest"
2826;56;4;31;54;1;0;0;0;21;0;1;0;"Barking and Dagenham"
2827;54;4;30;45;2;0;0;0;9;1;0;0;"Kensington and Chelsea"
2828;37;1;11;123;2;0;1;1;23;0;1;1;"Kingston upon Thames"
2829;38;1;12;93;1;267;0;0;52;0;1;0;"Islington"
2830;34;4;9;102;2;0;0;0;22;0;1;0;"Havering"
2831;53;3;29;39;1;0;0;0;15;0;1;0;"Tower Hamlets"
2832;65;4;40;114;2;0;0;0;34;1;0;0;"Harrow"
2833;62;1;37;29;3;0;0;0;3;1;0;0;"Tower Hamlets"
2834;51;3;25;30;2;144;0;0;6;1;0;0;"Enfield"
2835;31;1;5;22;3;0;0;0;6;0;0;0;"Harrow"
2836;64;2;38;38;1;186;0;0;3;1;1;0;"Hackney"
2837;39;2;15;41;1;0;0;0;17;0;0;0;"Brent"
2838;28;4;3;161;3;422;0;1;17;1;1;1;"Bexley"
2839;60;3;35;38;2;0;0;0;5;1;1;0;"Redbridge"
2840;47;1;23;25;3;0;0;0;9;0;1;0;"Lambeth"
2841;25;4;1;70;1;218;0;0;26;0;1;0;"Brent"
2842;44;2;19;201;1;0;0;0;88;1;1;0;"Barnet"
2843;51;2;26;42;3;0;0;0;6;1;1;0;"Waltham Forest"
2844;31;1;7;64;1;0;0;0;12;0;1;0;"Lewisham"
2845;32;4;7;28;3;0;0;0;11;0;0;0;"Kingston upon Thames"
2846;51;1;25;119;1;208;0;0;49;1;1;0;"Kingston upon Thames"
2847;25;1;1;28;3;0;0;0;10;0;1;0;"Hillingdon"
2848;43;3;19;60;3;0;0;0;21;0;1;0;"Tower Hamlets"
2849;54;1;29;23;2;0;0;0;15;0;0;0;"Brent"
2850;34;4;8;164;3;0;0;0;74;0;1;1;"Tower Hamlets"
2851;54;2;30;39;1;0;0;0;8;1;0;0;"Waltham Forest"
2852;42;2;17;19;3;85;0;0;0;1;1;0;"Bexley"
2853;46;2;20;72;3;0;0;0;8;1;1;0;"Westminster"
2854;62;3;37;41;3;0;0;0;9;1;1;0;"Havering"
2855;31;2;5;32;2;130;0;0;3;0;1;0;"Waltham Forest"
2856;30;1;5;69;2;0;0;0;8;0;1;0;"Merton"
2857;52;3;28;23;1;0;0;0;4;0;1;0;"Tower Hamlets"
2858;35;4;9;44;1;0;0;0;2;0;1;0;"Tower Hamlets"
2859;60;3;36;32;2;165;0;0;4;0;1;0;"Islington"
2860;58;2;34;25;1;123;0;0;3;0;1;0;"Hounslow"
2861;24;2;0;80;3;0;0;0;16;0;1;0;"Camden"
2862;40;1;16;83;2;230;1;0;8;0;1;0;"Waltham Forest"
2863;49;1;23;133;1;0;0;0;73;1;1;0;"Hillingdon"
2864;43;1;18;89;2;307;0;0;1;1;0;0;"Hillingdon"
2865;33;2;7;81;3;187;0;1;45;1;1;0;"Tower Hamlets"
2866;36;2;11;44;2;85;0;0;11;0;1;0;"Barking and Dagenham"
2867;62;2;36;119;1;0;0;0;20;0;0;0;"Brent"
2868;57;4;32;39;1;147;0;0;9;0;0;0;"Hackney"
2869;64;2;38;40;3;0;0;0;10;0;0;0;"Lewisham"
2870;52;3;26;79;1;183;0;0;8;0;0;0;"Tower Hamlets"
2871;54;4;28;30;2;0;0;0;7;0;1;0;"Harrow"
2872;40;1;14;179;3;0;0;0;26;0;1;1;"Hackney"
2873;30;2;5;178;1;0;0;0;67;0;0;0;"Kingston upon Thames"
2874;55;4;30;82;2;0;0;0;38;0;1;0;"Barking and Dagenham"
2875;39;2;13;50;2;0;0;0;24;0;0;0;"Hounslow"
2876;55;2;30;64;2;0;0;0;19;0;0;0;"Lewisham"
2877;28;1;4;129;1;0;0;0;15;1;0;0;"Merton"
2878;44;4;18;68;1;0;1;0;29;0;0;0;"Havering"
2879;46;1;21;30;3;112;1;0;14;0;0;0;"Havering"
2880;61;3;36;48;1;0;0;0;15;1;0;0;"Lewisham"
2881;61;1;36;130;1;257;0;0;13;0;0;0;"Waltham Forest"
2882;45;1;20;40;3;0;1;0;5;0;1;0;"Barnet"
2883;38;2;14;105;1;0;0;0;19;0;1;0;"Brent"
2884;29;4;3;41;1;0;0;0;2;0;1;0;"Richmond upon Thames"
2885;52;3;28;168;3;118;0;0;65;0;1;1;"Hillingdon"
2886;38;2;14;80;1;0;0;0;27;0;1;0;"Hackney"
2887;28;2;3;134;1;0;0;0;31;0;1;0;"Kingston upon Thames"
2888;34;1;9;49;3;0;0;0;25;0;0;0;"Tower Hamlets"
2889;35;2;9;63;1;0;0;0;18;0;1;0;"Barking and Dagenham"
2890;46;4;22;70;1;212;0;0;19;1;0;0;"Waltham Forest"
2891;63;3;37;32;2;141;0;0;7;0;0;0;"Havering"
2892;33;3;9;14;3;114;0;0;9;0;0;0;"Hounslow"
2893;38;2;14;111;1;326;0;0;61;0;0;0;"Westminster"
2894;53;4;27;38;2;144;1;0;28;0;1;0;"Tower Hamlets"
2895;28;2;2;121;1;341;0;0;20;0;1;0;"Islington"
2896;44;4;18;90;3;0;0;0;26;0;1;0;"Redbridge"
2897;58;2;31;178;2;0;0;0;60;0;1;1;"Redbridge"
2898;38;4;14;20;2;79;0;0;4;1;1;0;"Havering"
2899;48;2;24;61;1;229;0;0;17;1;0;0;"Barking and Dagenham"
2900;33;4;7;43;1;0;0;0;8;0;0;0;"Hackney"
2901;66;1;42;39;2;0;0;0;19;1;1;0;"Westminster"
2902;59;4;34;60;1;234;0;0;21;1;1;0;"Newham"
2903;40;3;15;63;1;0;1;0;30;0;1;0;"Tower Hamlets"
2904;36;4;11;8;3;81;0;0;2;1;0;0;"Harrow"
2905;62;4;38;52;2;0;0;0;13;1;1;0;"Camden"
2906;51;4;27;92;1;0;0;1;30;1;1;1;"Merton"
2907;58;2;32;111;1;298;0;0;14;0;1;0;"Lewisham"
2908;52;1;26;71;3;0;0;0;14;0;0;0;"Sutton"
2909;41;2;16;25;2;91;1;0;1;0;0;0;"Brent"
2910;31;1;5;34;3;156;0;0;19;0;1;0;"Merton"
2911;28;3;3;74;3;0;0;0;26;0;0;0;"Merton"
2912;57;2;31;120;1;0;0;0;20;1;0;0;"Merton"
2913;61;4;37;50;2;0;0;0;13;1;0;0;"Bexley"
2914;60;2;36;10;1;0;0;0;10;1;1;0;"Newham"
2915;56;4;29;45;2;113;0;0;25;0;1;0;"Merton"
2916;49;4;23;29;1;0;0;0;18;1;1;0;"Croydon"
2917;63;2;37;145;1;0;0;0;69;0;1;0;"Richmond upon Thames"
2918;49;2;23;100;1;0;0;0;63;0;0;0;"Kingston upon Thames"
2919;49;3;25;24;1;0;0;0;4;0;1;0;"Greenwich"
2920;32;1;8;60;1;0;0;0;12;1;1;0;"Islington"
2921;26;4;1;50;2;0;0;0;6;0;0;0;"Westminster"
2922;27;3;1;43;2;0;0;0;11;0;0;0;"Hillingdon"
2923;57;3;31;79;1;0;0;0;44;1;0;0;"Tower Hamlets"
2924;29;3;5;44;2;0;0;0;1;1;1;0;"Waltham Forest"
2925;56;4;30;31;3;0;0;0;15;0;1;0;"Islington"
2926;59;2;35;14;1;107;0;0;10;0;1;0;"Merton"
2927;53;4;28;19;1;106;0;0;8;1;0;0;"Kensington and Chelsea"
2928;54;1;29;111;2;0;0;0;11;0;1;1;"Barking and Dagenham"
2929;56;1;30;90;2;0;0;0;19;0;1;0;"Croydon"
2930;50;2;25;21;3;129;0;0;7;0;0;0;"Newham"
2931;51;1;25;104;2;0;0;0;42;0;1;1;"Hillingdon"
2932;53;1;27;75;2;0;0;0;19;0;1;0;"Enfield"
2933;37;2;12;175;1;297;0;0;78;1;1;0;"Tower Hamlets"
2934;32;1;7;98;1;171;1;1;42;0;0;1;"Newham"
2935;49;4;23;41;1;153;0;0;1;0;1;0;"Sutton"
2936;34;2;8;171;2;569;0;0;22;0;1;1;"Bexley"
2937;54;4;30;79;2;0;0;0;16;0;1;0;"Tower Hamlets"
2938;64;4;39;24;2;0;0;0;6;0;0;0;"Barnet"
2939;58;1;34;90;2;0;0;0;36;0;0;1;"Camden"
2940;25;3;0;39;2;0;0;0;24;0;1;0;"Lewisham"
2941;50;2;25;9;1;0;1;0;0;0;0;0;"Hounslow"
2942;38;2;13;15;2;90;0;0;1;0;1;0;"Kingston upon Thames"
2943;48;1;24;80;1;0;0;0;27;0;1;0;"Waltham Forest"
2944;41;1;15;63;3;79;0;0;7;1;0;0;"Enfield"
2945;32;1;8;20;3;102;0;0;5;0;1;0;"Redbridge"
2946;46;2;22;43;3;0;1;1;21;1;1;0;"Lambeth"
2947;39;1;15;65;3;0;0;0;15;0;0;0;"Hammersmith and Fulham"
2948;39;2;15;91;2;151;0;0;17;0;0;0;"Brent"
2949;63;1;39;53;1;0;0;0;8;0;0;0;"Harrow"
2950;58;3;32;110;2;0;0;0;17;0;0;0;"Croydon"
2951;28;3;4;82;1;103;0;0;15;0;1;0;"Hackney"
2952;36;4;11;23;3;0;0;0;2;0;1;0;"Lewisham"
2953;43;2;19;172;1;0;0;0;66,7;0;1;0;"Waltham Forest"
2954;36;2;12;88;1;0;0;0;27;0;1;0;"Newham"
2955;44;2;18;71;3;0;0;0;8;0;1;0;"Westminster"
2956;31;1;5;180;3;144;1;0;29;0;0;1;"Kensington and Chelsea"
2957;45;2;21;39;3;184;0;0;21;1;0;0;"Islington"
2958;39;1;13;94;3;0;0;0;15;1;0;0;"Hackney"
2959;43;3;16;25;2;0;0;0;10;0;1;0;"Barking and Dagenham"
2960;40;2;15;10;3;102;0;0;0;0;1;0;"Bexley"
2961;30;1;5;42;1;184;0;0;10;0;0;0;"Brent"
2962;58;2;33;142;1;0;0;0;39;1;0;0;"Barking and Dagenham"
2963;46;2;21;34;1;0;0;0;13;0;1;0;"Croydon"
2964;35;1;10;139;1;0;0;0;46;0;0;0;"Islington"
2965;30;2;4;154;1;207;0;0;45;0;1;0;"Barking and Dagenham"
2966;34;2;8;40;3;89;0;0;20;0;0;0;"Bexley"
2967;62;1;32;33;3;140;0;0;15;1;1;0;"Havering"
2968;58;2;34;80;1;0;0;0;16;1;1;0;"Brent"
2969;45;3;18;10;2;100;0;0;6,7;0;1;0;"Camden"
2970;42;3;16;41;3;0;0;0;5;0;1;0;"Westminster"
2971;60;4;36;30;1;118;0;0;13;1;1;0;"Harrow"
2972;55;1;29;78;3;190;0;0;8;0;1;0;"Westminster"
2973;45;1;21;164;1;0;0;0;50;1;0;0;"Harrow"
2974;52;1;27;23;3;0;0;0;4;0;0;0;"Tower Hamlets"
2975;31;1;7;149;1;0;0;0;60;0;0;0;"Lambeth"
2976;60;4;34;25;3;0;0;0;7;0;1;0;"Havering"
2977;33;1;9;42;3;0;0;0;21;0;1;0;"Newham"
2978;37;1;11;71;1;185;0;0;25;1;1;0;"Camden"
2979;59;3;34;114;2;0;0;0;42;0;1;1;"Islington"
2980;51;1;26;70;2;0;0;0;28;1;1;0;"Kensington and Chelsea"
2981;47;4;23;149;1;0;0;0;61;1;0;1;"Islington"
2982;60;4;33;55;2;0;0;0;25;0;1;0;"Ealing"
2983;61;1;36;29;1;0;0;0;13;0;0;0;"Brent"
2984;64;1;40;123;1;0;0;0;38;1;1;0;"Bexley"
2985;46;1;20;152;3;374;0;1;74;1;1;1;"Newham"
2986;31;4;7;8;2;0;0;0;7;0;0;0;"Camden"
2987;57;4;32;69;1;245;0;0;7;0;0;0;"Enfield"
2988;48;4;23;161;3;310;0;0;79;0;0;1;"Hillingdon"
2989;48;1;23;79;2;0;0;0;2;0;0;0;"Barking and Dagenham"
2990;35;1;10;105;1;0;0;0;46;0;0;0;"Kensington and Chelsea"
2991;33;3;8;39;1;0;0;0;23;0;0;0;"Redbridge"
2992;47;1;23;163;1;0;0;0;50;0;0;0;"Newham"
2993;46;1;20;9;1;0;0;0;2;0;1;0;"Lewisham"
2994;44;4;20;71;3;0;0;0;20;1;0;0;"Havering"
2995;42;3;18;51;3;0;0;0;21;0;0;0;"Havering"
2996;50;1;24;32;3;167;0;0;14;0;0;0;"Redbridge"
2997;52;4;26;161;1;0;0;1;43;1;1;1;"Islington"
2998;53;1;27;60;1;0;0;0;2;0;1;0;"Kingston upon Thames"
2999;37;4;10;35;2;0;0;0;10;0;0;0;"Camden"
3000;64;4;40;41;2;0;0;0;12;0;1;0;"Redbridge"
3001;46;2;22;73;1;216;0;0;17;0;1;0;"Camden"
3002;57;4;33;49;1;214;1;1;15;1;1;0;"Lambeth"
3003;61;2;35;79;1;194;0;0;20;1;1;0;"Bexley"
3004;42;2;18;120;1;0;1;0;75;0;0;0;"Redbridge"
3005;40;2;16;60;1;0;0;0;32;0;0;0;"Lewisham"
3006;33;3;8;78;2;0;0;0;6;0;1;0;"Redbridge"
3007;50;4;26;40;2;131;0;0;11;0;0;0;"Camden"
3008;52;2;26;110;3;204;1;1;54;0;1;1;"Tower Hamlets"
3009;35;4;11;160;3;0;1;0;57;0;0;1;"Bexley"
3010;57;4;32;68;1;191;0;0;7;1;1;0;"Hackney"
3011;56;2;31;49;3;103;0;0;16;0;1;0;"Barking and Dagenham"
3012;44;2;20;65;1;0;0;0;25;0;1;0;"Westminster"
3013;23;3;0;55;2;145;0;0;24;0;1;0;"Lewisham"
3014;33;3;8;62;1;98;0;0;23;1;0;0;"Hillingdon"
3016;45;3;18;42;2;0;0;0;25;0;0;0;"Redbridge"
3017;54;4;28;39;2;0;0;0;7;0;1;0;"Lewisham"
3018;42;3;17;111;1;0;1;1;30;1;0;1;"Barking and Dagenham"
3019;47;3;21;82;1;0;0;0;21;0;0;0;"Enfield"
3020;61;4;36;108;2;0;0;0;34;0;1;0;"Waltham Forest"
3021;53;2;27;59;3;0;0;0;8;0;1;0;"Camden"
3022;56;3;30;61;1;193;0;0;25;0;1;0;"Barking and Dagenham"
3023;33;4;6;78;2;0;1;0;20;0;1;0;"Bexley"
3024;44;2;18;18;3;0;0;0;1;0;1;0;"Waltham Forest"
3025;63;4;37;113;3;0;0;0;17;1;1;0;"Camden"
3026;47;1;20;62;2;0;0;0;26,7;0;1;0;"City of London"
3027;50;1;24;81;1;248;0;0;49;0;1;0;"Kingston upon Thames"
3028;49;3;25;13;1;106;0;0;4;0;1;0;"Tower Hamlets"
3029;34;1;9;75;1;194;0;0;28;0;0;0;"Hillingdon"
3030;40;2;14;33;3;89;0;0;8;0;1;0;"Harrow"
3031;38;1;13;179;1;0;0;0;41;0;1;0;"Merton"
3032;51;3;26;69;2;0;0;0;20;0;1;0;"Enfield"
3033;28;1;4;45;3;0;0;0;10;0;1;0;"Islington"
3034;52;3;26;59;2;0;0;0;30;0;1;0;"Waltham Forest"
3035;39;2;13;81;1;0;0;0;28;0;1;0;"Barnet"
3036;29;1;5;133;1;212;0;0;54;0;1;0;"Newham"
3037;54;2;29;81;3;0;0;0;0;0;1;0;"Waltham Forest"
3038;63;4;38;14;2;86;0;0;4;1;1;0;"Harrow"
3039;40;2;14;28;3;0;0;0;8;0;0;0;"Waltham Forest"
3040;36;2;12;93;1;0;0;0;22;0;1;0;"Newham"
3041;45;3;20;191;3;123;0;0;26;0;0;1;"Hillingdon"
3042;61;1;37;155;1;0;0;0;29;0;1;0;"Bexley"
3043;26;2;0;155;1;0;0;0;72;0;0;0;"Lewisham"
3044;33;4;8;68;1;0;0;0;13;0;1;0;"Enfield"
3045;64;2;40;52;1;226;0;0;11;0;0;0;"Merton"
3046;43;1;17;51;3;0;0;0;7;0;0;0;"Islington"
3047;24;4;0;44;1;180;0;0;16;0;1;0;"Brent"
3048;30;2;5;121;1;408;0;0;31;0;1;0;"Richmond upon Thames"
3049;60;4;36;49;1;204;1;0;22;0;1;0;"Brent"
3050;50;2;26;42;3;78;1;0;10;0;1;0;"Merton"
3051;40;1;15;144;1;0;0;0;41;0;0;0;"Islington"
3052;31;1;6;72;2;0;0;0;26;0;1;0;"Merton"
3053;30;1;4;44;1;109;0;0;15;0;0;0;"Bexley"
3054;60;3;35;43;3;175;0;0;9;0;0;0;"Merton"
3055;39;1;14;74;2;144;1;0;1;0;1;0;"Westminster"
3056;66;1;41;145;1;0;0;0;25;0;1;0;"Lewisham"
3057;65;2;41;158;1;0;0;0;21;0;0;0;"Barnet"
3058;54;4;28;78;1;0;0;0;49;0;0;0;"Hillingdon"
3059;54;1;29;154;2;352;0;0;24;0;1;1;"Havering"
3060;35;2;9;105;3;0;0;0;45;0;0;0;"Harrow"
3061;32;3;7;100;2;0;0;0;6;0;1;0;"Havering"
3062;63;1;39;58;2;0;0;0;0;0;1;0;"Brent"
3063;60;1;35;113;1;406;0;0;9;0;1;0;"Richmond upon Thames"
3064;43;2;18;10;2;0;1;0;1;1;0;0;"Merton"
3065;59;2;33;142;1;0;0;0;27;0;0;0;"Tower Hamlets"
3066;62;1;37;128;1;0;0;0;25;0;0;0;"Enfield"
3067;30;3;5;131;3;0;0;0;5;0;0;1;"Camden"
3068;54;4;30;88;2;122;0;0;10;0;1;0;"Barking and Dagenham"
3069;30;2;6;101;1;0;0;0;6;0;1;0;"Camden"
3070;31;2;1;70;3;0;0;1;17,5;1;1;0;"Kingston upon Thames"
3071;44;1;20;122;1;0;1;0;3;0;1;0;"Merton"
3072;32;3;8;70;1;0;0;0;15;0;1;0;"Hackney"
3073;63;2;38;148;3;0;0;0;43;0;1;1;"Barnet"
3074;57;2;32;43;3;166;0;0;21;0;1;0;"Sutton"
3075;60;1;30;31;3;0;0;0;15;0;1;0;"Redbridge"
3076;37;2;11;35;3;0;0;0;8;0;0;0;"Bexley"
3077;53;4;27;81;3;0;0;0;26;0;1;0;"Hounslow"
3078;51;1;25;19;3;98;0;0;14;0;0;0;"Redbridge"
3079;30;4;5;98;3;129;1;1;18;1;1;0;"Sutton"
3080;28;4;2;101;3;0;0;0;21;0;1;0;"Merton"
3081;50;2;24;81;3;0;0;0;4;0;0;0;"Sutton"
3082;52;1;27;135;1;452;0;0;6;0;1;0;"Barking and Dagenham"
3083;56;2;30;34;2;0;0;0;7;0;1;0;"Barking and Dagenham"
3084;40;1;16;104;1;249;0;0;34;0;0;0;"Brent"
3085;64;3;38;29;2;0;0;0;7;0;1;0;"Croydon"
3086;61;2;36;119;2;0;0;0;54;0;1;1;"Lewisham"
3087;46;2;20;82;2;0;0;0;17;1;1;0;"Greenwich"
3088;55;1;29;62;1;0;0;0;2;0;1;0;"Hillingdon"
3089;45;3;19;85;1;0;0;0;21;1;1;0;"Barking and Dagenham"
3090;40;2;15;8;2;0;0;0;1;0;0;0;"Lewisham"
3091;63;4;37;78;3;0;0;0;17;0;1;0;"Havering"
3092;57;3;32;44;2;0;0;0;5;0;1;0;"Hackney"
3093;38;2;14;122;1;0;0;0;80;1;1;0;"Hillingdon"
3094;37;3;11;22;2;114;0;0;1;0;0;0;"Bexley"
3095;31;4;5;39;2;0;0;0;22;1;1;0;"Croydon"
3096;50;1;26;55;2;0;0;0;16;0;1;0;"Harrow"
3097;42;2;18;144;1;158;0;0;61;0;0;0;"Brent"
3098;51;1;27;71;2;0;0;0;26;1;0;0;"Lewisham"
3099;38;2;13;191;1;0;0;0;30;0;1;0;"Lewisham"
3100;53;1;26;22;2;100;0;0;5;0;1;0;"Bexley"
3101;43;1;17;158;1;0;0;0;24;0;1;0;"Merton"
3102;35;3;9;131;3;0;0;1;3;1;1;1;"Brent"
3103;49;1;24;75;2;160;0;0;28;1;0;0;"Hackney"
3104;28;3;4;69;2;170;0;0;7;0;0;0;"Westminster"
3105;51;2;27;39;1;0;0;0;8;0;0;0;"Havering"
3106;39;4;14;34;1;0;0;0;17;1;1;0;"Lewisham"
3107;31;1;7;32;1;0;0;0;17;0;1;0;"Enfield"
3108;44;1;18;129;1;0;0;0;57;0;1;0;"Sutton"
3109;46;3;20;158;1;432;0;0;54;1;0;1;"Hillingdon"
3110;42;1;18;54;1;0;0;0;18;0;1;0;"Merton"
3111;41;1;17;34;2;0;0;0;20;0;0;0;"Hackney"
3112;23;4;0;45;2;0;0;0;6;1;1;0;"Hillingdon"
