"id_gym";"type_gym";"name"
20340;"Health Clubs";"Brent"
23483;"Other types";"Hounslow"
23048;"Martial Arts Gym";"Havering"
7678;"Fitness Centers";"Hounslow"
21264;"Gym with Swimming Pool";"Lewisham"
6756;"Social Gym";"Wandsworth"
15637;"Martial Arts Gym";"Merton"
11863;"Social Gym";"Croydon"
22931;"Other types";"Hackney"
2823;"Outdoors Installations Gym";"Ealing"
12252;"Other types";"Lambeth"
23190;"Health Clubs";"Islington"
14553;"Martial Arts Gym";"Richmond upon Thames"
9062;"Martial Arts Gym";"Hackney"
10438;"Martial Arts Gym";"Brent"
18495;"Martial Arts Gym";"Richmond upon Thames"
14509;"Smaller Gym";"NULL"
9008;"Outdoors Installations Gym";"Camden"
2130;"Martial Arts Gym";"Hackney"
23732;"Gym with Swimming Pool";"Croydon"
20836;"Martial Arts Gym";"Kensington and Chelsea"
15171;"Martial Arts Gym";"Newham"
1151;"Other types";"Tower Hamlets"
20055;"Smaller Gym";"Redbridge"
9519;"Other types";"Bexley"
5157;"Other types";"Waltham Forest"
8942;"Smaller Gym";"Kensington and Chelsea"
22561;"Dance Gym";"Merton"
4140;"Martial Arts Gym";"Tower Hamlets"
7589;"Outdoors Installations Gym";"NULL"
2918;"Gym with Swimming Pool";"Haringey"
8890;"Martial Arts Gym";"Croydon"
10918;"Dance Gym";"Kensington and Chelsea"
16148;"Health Clubs";"Newham"
22026;"Martial Arts Gym";"Redbridge"
6899;"Martial Arts Gym";"Croydon"
4121;"Health Clubs";"Hackney"
14555;"Smaller Gym";"Richmond upon Thames"
12945;"Outdoors Installations Gym";"Westminster"
17313;"Health Clubs";"Bromley"
17545;"Martial Arts Gym";"Hounslow"
14040;"Gym with Swimming Pool";"Tower Hamlets"
20284;"Other types";"Bromley"
2753;"Martial Arts Gym";"Merton"
19473;"Social Gym";"Barnet"
8562;"Other types";"NULL"
22742;"Gym with Swimming Pool";"Croydon"
5893;"Gym with Swimming Pool";"Haringey"
5892;"Martial Arts Gym";"Haringey"
21451;"Social Gym";"Barnet"
10996;"Martial Arts Gym";"Camden"
9363;"Other types";"Lewisham"
23484;"Martial Arts Gym";"Hounslow"
8957;"Dance Gym";"Kensington and Chelsea"
1401;"Social Gym";"Islington"
12385;"Health Clubs";"Bromley"
11785;"Other types";"Enfield"
12262;"Dance Gym";"Lambeth"
8099;"Martial Arts Gym";"Hackney"
9314;"Martial Arts Gym";"Southwark"
4660;"Martial Arts Gym";"Richmond upon Thames"
13044;"Outdoors Installations Gym";"Hackney"
9588;"Health Clubs";"Barnet"
2096;"Martial Arts Gym";"Hammersmith and Fulham"
22084;"Other types";"Newham"
20680;"Fitness Centers";"Hillingdon"
19911;"Smaller Gym";"Hammersmith and Fulham"
18316;"Health Clubs";"Bromley"
8741;"Dance Gym";"Wandsworth"
7539;"Other types";"Greenwich"
21707;"Gym with Swimming Pool";"Enfield"
182;"Health Clubs";"Tower Hamlets"
6104;"Dance Gym";"Hackney"
13348;"Other types";"Lewisham"
7548;"Outdoors Installations Gym";"Bexley"
12198;"Other types";"Newham"
7449;"Fitness Centers";"Harrow"
22124;"Fitness Centers";"Barking and Dagenham"
22567;"Gym with Swimming Pool";"Merton"
13787;"Social Gym";"Haringey"
16247;"Dance Gym";"Southwark"
13558;"Martial Arts Gym";"Richmond upon Thames"
14488;"Smaller Gym";"Bexley"
8262;"Other types";"Barking and Dagenham"
10393;"Fitness Centers";"Bromley"
10443;"Smaller Gym";"Brent"
5028;"Health Clubs";"Camden"
6923;"Other types";"Croydon"
2165;"Social Gym";"Tower Hamlets"
994;"Gym with Swimming Pool";"Kensington and Chelsea"
1129;"Martial Arts Gym";"Hackney"
3054;"Other types";"Camden"
5820;"Martial Arts Gym";"Hillingdon"
19832;"Smaller Gym";"Kensington and Chelsea"
3263;"Other types";"Newham"
1524;"Martial Arts Gym";"Brent"
10416;"Martial Arts Gym";"Harrow"
10550;"Other types";"Barnet"
20526;"Martial Arts Gym";"Hounslow"
18262;"Health Clubs";"Islington"
14350;"Other types";"Bromley"
865;"Social Gym";"Enfield"
18552;"Other types";"Hounslow"
4856;"Social Gym";"Enfield"
12535;"Gym with Swimming Pool";"Barnet"
15390;"Martial Arts Gym";"Brent"
19128;"Social Gym";"Newham"
8095;"Health Clubs";"Hackney"
23688;"Health Clubs";"Haringey"
6882;"Fitness Centers";"Haringey"
484;"Other types";"Bromley"
19748;"Other types";"Haringey"
2021;"Martial Arts Gym";"Westminster"
3937;"Martial Arts Gym";"Croydon"
23413;"Smaller Gym";"NULL"
3837;"Dance Gym";"Hillingdon"
23678;"Other types";"Enfield"
4780;"Martial Arts Gym";"Wandsworth"
12505;"Other types";"Bexley"
22264;"Martial Arts Gym";"Bromley"
4338;"Social Gym";"Lambeth"
2450;"Other types";"Bromley"
11046;"Social Gym";"Hackney"
43;"Martial Arts Gym";"Westminster"
13638;"Health Clubs";"Merton"
3064;"Martial Arts Gym";"Camden"
395;"Health Clubs";"Southwark"
13417;"Other types";"Brent"
5567;"Social Gym";"Bexley"
14995;"Other types";"Hackney"
20313;"Smaller Gym";"Harrow"
10609;"Other types";"Richmond upon Thames"
20998;"Health Clubs";"Waltham Forest"
18565;"Smaller Gym";"Kingston upon Thames"
10616;"Dance Gym";"Hounslow"
20416;"Gym with Swimming Pool";"Bexley"
7918;"Other types";"Croydon"
10190;"Other types";"Havering"
7356;"Other types";"Islington"
23287;"Martial Arts Gym";"Harrow"
14562;"Gym with Swimming Pool";"Richmond upon Thames"
4207;"Other types";"Redbridge"
5605;"Martial Arts Gym";"Barnet"
15672;"Health Clubs";"Wandsworth"
6397;"Dance Gym";"Lewisham"
11060;"Martial Arts Gym";"Hackney"
4054;"Martial Arts Gym";"Camden"
17435;"Fitness Centers";"Bexley"
1824;"Martial Arts Gym";"Ealing"
6894;"Other types";"Haringey"
3642;"Martial Arts Gym";"Richmond upon Thames"
2626;"Martial Arts Gym";"Barnet"
14911;"Martial Arts Gym";"Westminster"
13784;"Other types";"Enfield"
7331;"Other types";"Southwark"
12183;"Health Clubs";"Newham"
1106;"Social Gym";"Hammersmith and Fulham"
7551;"Other types";"Bexley"
6539;"Social Gym";"Greenwich"
2307;"Dance Gym";"Barking and Dagenham"
19323;"Other types";"Harrow"
16192;"Fitness Centers";"Barking and Dagenham"
6775;"Gym with Swimming Pool";"Wandsworth"
12817;"Outdoors Installations Gym";"Haringey"
9122;"Smaller Gym";"Waltham Forest"
2756;"Smaller Gym";"Merton"
21181;"Martial Arts Gym";"Southwark"
234;"Health Clubs";"Redbridge"
14046;"Martial Arts Gym";"Tower Hamlets"
15349;"Fitness Centers";"Bromley"
4506;"Smaller Gym";"Brent"
17269;"Martial Arts Gym";"Islington"
3160;"Fitness Centers";"Tower Hamlets"
4952;"Gym with Swimming Pool";"Sutton"
7677;"Martial Arts Gym";"Hounslow"
7855;"Other types";"Enfield"
12956;"Health Clubs";"Camden"
15008;"Martial Arts Gym";"Hackney"
1959;"Other types";"Sutton"
20310;"Other types";"Harrow"
23364;"Other types";"Greenwich"
15181;"Gym with Swimming Pool";"Barking and Dagenham"
9223;"Health Clubs";"Newham"
13906;"Other types";"Kensington and Chelsea"
6998;"Martial Arts Gym";"Westminster"
22716;"Other types";"Haringey"
8391;"Martial Arts Gym";"Lewisham"
5439;"Outdoors Installations Gym";"Bromley"
22162;"Other types";"Lambeth"
6672;"Martial Arts Gym";"Hounslow"
20670;"Martial Arts Gym";"Hillingdon"
11991;"Other types";"Camden"
995;"Other types";"Kensington and Chelsea"
16116;"Other types";"Havering"
22677;"Martial Arts Gym";"Enfield"
19501;"Martial Arts Gym";"Richmond upon Thames"
13321;"Gym with Swimming Pool";"Lewisham"
9245;"Martial Arts Gym";"Barking and Dagenham"
8248;"Health Clubs";"Newham"
3364;"Martial Arts Gym";"Southwark"
9309;"Other types";"Southwark"
19757;"Martial Arts Gym";"Croydon"
13263;"Martial Arts Gym";"Southwark"
11205;"Health Clubs";"Newham"
20140;"Outdoors Installations Gym";"Barking and Dagenham"
6105;"Gym with Swimming Pool";"Hackney"
3955;"Martial Arts Gym";"Sutton"
11846;"Health Clubs";"Croydon"
22862;"Gym with Swimming Pool";"Camden"
4414;"Health Clubs";"Lewisham"
22328;"Martial Arts Gym";"Brent"
18117;"Martial Arts Gym";"Newham"
22982;"Other types";"Waltham Forest"
20262;"Martial Arts Gym";"Lewisham"
9271;"Gym with Swimming Pool";"Lambeth"
4320;"Fitness Centers";"Lambeth"
3166;"Fitness Centers";"Waltham Forest"
6188;"Martial Arts Gym";"Redbridge"
18651;"Dance Gym";"Ealing"
1492;"Other types";"Harrow"
7544;"Fitness Centers";"Bexley"
6599;"Martial Arts Gym";"Barnet"
7928;"Outdoors Installations Gym";"Sutton"
11812;"Other types";"Haringey"
16753;"Fitness Centers";"Haringey"
7963;"Other types";"Kensington and Chelsea"
16094;"Social Gym";"Redbridge"
10340;"Outdoors Installations Gym";"Islington"
5003;"Martial Arts Gym";"Westminster"
17677;"Outdoors Installations Gym";"Ealing"
23271;"Dance Gym";"Bromley"
13141;"Health Clubs";"Havering"
8381;"Gym with Swimming Pool";"Lewisham"
885;"Smaller Gym";"Enfield"
23018;"Martial Arts Gym";"Redbridge"
1592;"Smaller Gym";"Bexley"
5361;"Dance Gym";"Southwark"
18979;"Smaller Gym";"Hackney"
19180;"Martial Arts Gym";"Lambeth"
14260;"Other types";"Southwark"
10754;"Other types";"Ealing"
19038;"Smaller Gym";"Waltham Forest"
9599;"Other types";"Richmond upon Thames"
19695;"Outdoors Installations Gym";"Hillingdon"
8060;"Other types";"Hammersmith and Fulham"
22121;"Martial Arts Gym";"Barking and Dagenham"
17046;"Gym with Swimming Pool";"Waltham Forest"
15173;"Health Clubs";"Barking and Dagenham"
9742;"Health Clubs";"Ealing"
19906;"Gym with Swimming Pool";"Camden"
6488;"Other types";"Brent"
19215;"Health Clubs";"Southwark"
10319;"Health Clubs";"Islington"
21292;"Fitness Centers";"Bromley"
18838;"Gym with Swimming Pool";"Kensington and Chelsea"
2743;"Health Clubs";"Merton"
13626;"Health Clubs";"Kingston upon Thames"
13294;"Other types";"Islington"
16267;"Martial Arts Gym";"Islington"
6242;"Gym with Swimming Pool";"Newham"
1921;"Other types";"Haringey"
6090;"Other types";"Hackney"
4438;"Martial Arts Gym";"Bromley"
5302;"Martial Arts Gym";"Lambeth"
14164;"Martial Arts Gym";"Newham"
22023;"Martial Arts Gym";"Redbridge"
13646;"Outdoors Installations Gym";"Merton"
4051;"Fitness Centers";"Camden"
8487;"Other types";"Brent"
3505;"Health Clubs";"Brent"
10644;"Martial Arts Gym";"Kingston upon Thames"
6512;"Outdoors Installations Gym";"Brent"
2213;"Other types";"Redbridge"
19966;"Martial Arts Gym";"Hackney"
12435;"Other types";"Brent"
1532;"Outdoors Installations Gym";"Brent"
11744;"Smaller Gym";"Ealing"
5505;"Other types";"Brent"
9145;"Health Clubs";"Waltham Forest"
7704;"Health Clubs";"Kingston upon Thames"
16502;"Smaller Gym";"Barnet"
20368;"Other types";"Greenwich"
1326;"Gym with Swimming Pool";"Lambeth"
14061;"Outdoors Installations Gym";"Waltham Forest"
11891;"Dance Gym";"Sutton"
23282;"Other types";"Harrow"
2723;"Martial Arts Gym";"Kingston upon Thames"
16885;"Outdoors Installations Gym";"Westminster"
796;"Smaller Gym";"Wandsworth"
5971;"Martial Arts Gym";"Kensington and Chelsea"
22790;"Outdoors Installations Gym";"Kensington and Chelsea"
2955;"Health Clubs";"Sutton"
19816;"Smaller Gym";"Sutton"
6584;"Martial Arts Gym";"NULL"
5034;"Fitness Centers";"Camden"
3923;"Other types";"Croydon"
18387;"Martial Arts Gym";"Greenwich"
22779;"Other types";"Sutton"
17320;"Martial Arts Gym";"Bromley"
8636;"Other types";"Richmond upon Thames"
5860;"Social Gym";"Enfield"
2939;"Dance Gym";"Croydon"
20064;"Other types";"Havering"
8582;"Smaller Gym";"Barnet"
21974;"Fitness Centers";"Tower Hamlets"
19078;"Martial Arts Gym";"Havering"
19372;"Health Clubs";"Brent"
15976;"Other types";"Hammersmith and Fulham"
4510;"Martial Arts Gym";"Brent"
12936;"Martial Arts Gym";"Westminster"
479;"Martial Arts Gym";"Bromley"
10180;"Gym with Swimming Pool";"Havering"
2536;"Social Gym";"Greenwich"
12415;"Smaller Gym";"Harrow"
8112;"Smaller Gym";"Tower Hamlets"
9846;"Health Clubs";"Haringey"
8813;"Fitness Centers";"Hillingdon"
1825;"Other types";"Ealing"
18807;"Health Clubs";"Sutton"
17218;"Fitness Centers";"Southwark"
20167;"Fitness Centers";"Lambeth"
16924;"Other types";"Camden"
20397;"Fitness Centers";"Bexley"
2706;"Social Gym";"Hounslow"
3569;"Martial Arts Gym";"Bexley"
16776;"Gym with Swimming Pool";"Haringey"
16544;"Social Gym";"Hounslow"
13173;"Smaller Gym";"Newham"
12523;"Health Clubs";"NULL"
1958;"Fitness Centers";"Sutton"
14707;"Martial Arts Gym";"Ealing"
2040;"Martial Arts Gym";"Westminster"
276;"Smaller Gym";"Newham"
10745;"Martial Arts Gym";"Ealing"
811;"Social Gym";"Ealing"
11145;"Other types";"Redbridge"
21139;"Other types";"Barking and Dagenham"
1267;"Other types";"Newham"
14332;"Other types";"Lewisham"
1107;"Social Gym";"Hammersmith and Fulham"
18613;"Outdoors Installations Gym";"Merton"
5252;"Fitness Centers";"Newham"
12912;"Martial Arts Gym";"Kensington and Chelsea"
19393;"Health Clubs";"Greenwich"
7077;"Martial Arts Gym";"Hammersmith and Fulham"
5832;"Other types";"Hillingdon"
13582;"Other types";"Hounslow"
21954;"Martial Arts Gym";"Hackney"
7668;"Gym with Swimming Pool";"Hounslow"
12343;"Gym with Swimming Pool";"Lewisham"
22068;"Martial Arts Gym";"Havering"
1166;"Martial Arts Gym";"Tower Hamlets"
9298;"Health Clubs";"Lambeth"
10213;"Martial Arts Gym";"Newham"
7664;"Social Gym";"Hounslow"
21132;"Martial Arts Gym";"Barking and Dagenham"
16785;"Health Clubs";"Croydon"
23563;"Outdoors Installations Gym";"Wandsworth"
15968;"Dance Gym";"Hammersmith and Fulham"
7883;"Martial Arts Gym";"Haringey"
215;"Martial Arts Gym";"Waltham Forest"
23407;"Martial Arts Gym";"NULL"
21422;"Other types";"NULL"
14401;"Martial Arts Gym";"Brent"
10872;"Martial Arts Gym";"Croydon"
9230;"Health Clubs";"Newham"
1763;"Dance Gym";"Merton"
19289;"Martial Arts Gym";"Bromley"
3731;"Other types";"Merton"
20553;"Other types";"Kingston upon Thames"
5414;"Gym with Swimming Pool";"Lewisham"
14119;"Outdoors Installations Gym";"Redbridge"
10566;"Social Gym";"Barnet"
1975;"Martial Arts Gym";"Sutton"
5448;"Smaller Gym";"Bromley"
1082;"Martial Arts Gym";"Hammersmith and Fulham"
6792;"Social Gym";"Ealing"
9274;"Dance Gym";"Lambeth"
20607;"Other types";"Wandsworth"
15229;"Health Clubs";"Lambeth"
144;"Gym with Swimming Pool";"Hackney"
15085;"Fitness Centers";"Redbridge"
11712;"Smaller Gym";"Wandsworth"
9888;"Gym with Swimming Pool";"Croydon"
1335;"Other types";"Lambeth"
4866;"Health Clubs";"Enfield"
1139;"Martial Arts Gym";"Hackney"
18446;"Martial Arts Gym";"Bexley"
9129;"Martial Arts Gym";"Waltham Forest"
23073;"Other types";"Newham"
7392;"Other types";"Lewisham"
22678;"Social Gym";"Enfield"
4445;"Other types";"Bromley"
6125;"Other types";"Tower Hamlets"
19403;"Martial Arts Gym";"Greenwich"
4286;"Other types";"Barking and Dagenham"
1169;"Gym with Swimming Pool";"Tower Hamlets"
7620;"Gym with Swimming Pool";"Richmond upon Thames"
1675;"Other types";"Richmond upon Thames"
3949;"Martial Arts Gym";"Sutton"
12237;"Martial Arts Gym";"Barking and Dagenham"
4373;"Other types";"Islington"
7046;"Dance Gym";"Camden"
15683;"Other types";"Ealing"
14310;"Smaller Gym";"Lewisham"
21610;"Martial Arts Gym";"Wandsworth"
14992;"Other types";"Hackney"
10478;"Martial Arts Gym";"Greenwich"
4505;"Martial Arts Gym";"Brent"
16819;"Fitness Centers";"Sutton"
4760;"Martial Arts Gym";"Wandsworth"
13132;"Martial Arts Gym";"Redbridge"
18312;"Martial Arts Gym";"Bromley"
20929;"Health Clubs";"Hammersmith and Fulham"
15095;"Martial Arts Gym";"Redbridge"
13061;"Gym with Swimming Pool";"Tower Hamlets"
15935;"Gym with Swimming Pool";"Camden"
13671;"Dance Gym";"Wandsworth"
9642;"Gym with Swimming Pool";"Hounslow"
12591;"Gym with Swimming Pool";"Richmond upon Thames"
21561;"Martial Arts Gym";"Kingston upon Thames"
22976;"Other types";"Waltham Forest"
12510;"Martial Arts Gym";"Bexley"
19092;"Health Clubs";"Havering"
18759;"Other types";"Haringey"
8918;"Fitness Centers";"Sutton"
15313;"Dance Gym";"Lewisham"
20070;"Other types";"Havering"
15279;"Health Clubs";"Islington"
15948;"Martial Arts Gym";"Camden"
1621;"Smaller Gym";"NULL"
16117;"Social Gym";"Havering"
6415;"Martial Arts Gym";"Lewisham"
1628;"Health Clubs";"Barnet"
9417;"Martial Arts Gym";"Bromley"
3341;"Martial Arts Gym";"Lambeth"
18123;"Other types";"Newham"
10669;"Other types";"Kingston upon Thames"
4470;"Martial Arts Gym";"Harrow"
14793;"Other types";"Haringey"
17483;"Health Clubs";"Barnet"
9344;"Other types";"Islington"
12081;"Gym with Swimming Pool";"Tower Hamlets"
22349;"Other types";"Greenwich"
19646;"Martial Arts Gym";"Ealing"
12627;"Smaller Gym";"Kingston upon Thames"
1544;"Outdoors Installations Gym";"Greenwich"
3220;"Gym with Swimming Pool";"Redbridge"
16972;"Health Clubs";"Hackney"
7013;"Martial Arts Gym";"Westminster"
5918;"Martial Arts Gym";"Croydon"
6174;"Smaller Gym";"Waltham Forest"
14077;"Martial Arts Gym";"Waltham Forest"
19818;"Other types";"Kensington and Chelsea"
22502;"Social Gym";"Hounslow"
10534;"Health Clubs";"NULL"
10791;"Martial Arts Gym";"Hillingdon"
21729;"Other types";"Haringey"
5315;"Health Clubs";"Lambeth"
7702;"Martial Arts Gym";"Kingston upon Thames"
79;"Smaller Gym";"Camden"
2619;"Outdoors Installations Gym";"Barnet"
11540;"Health Clubs";"Barnet"
6522;"Social Gym";"Greenwich"
16259;"Fitness Centers";"Islington"
4389;"Outdoors Installations Gym";"Islington"
10176;"Other types";"Havering"
9721;"Smaller Gym";"Wandsworth"
603;"Martial Arts Gym";"Bexley"
9161;"Martial Arts Gym";"Redbridge"
12484;"Other types";"Bexley"
21858;"Martial Arts Gym";"Westminster"
14337;"Other types";"Lewisham"
2230;"Gym with Swimming Pool";"Havering"
2328;"Martial Arts Gym";"Lambeth"
4110;"Other types";"Hackney"
6012;"Gym with Swimming Pool";"Westminster"
3479;"Social Gym";"Harrow"
20319;"Health Clubs";"Harrow"
8906;"Martial Arts Gym";"Sutton"
18058;"Smaller Gym";"Redbridge"
4674;"Social Gym";"Hounslow"
13893;"Health Clubs";"Kensington and Chelsea"
13733;"Other types";"Hillingdon"
23352;"Martial Arts Gym";"Greenwich"
11735;"Gym with Swimming Pool";"Ealing"
9747;"Outdoors Installations Gym";"Ealing"
12089;"Smaller Gym";"Waltham Forest"
11449;"Fitness Centers";"Brent"
6511;"Other types";"Brent"
8016;"Fitness Centers";"Camden"
2203;"Gym with Swimming Pool";"Redbridge"
13649;"Martial Arts Gym";"Merton"
15973;"Other types";"Hammersmith and Fulham"
20288;"Health Clubs";"Bromley"
999;"Other types";"Kensington and Chelsea"
17795;"Other types";"Croydon"
13615;"Martial Arts Gym";"Kingston upon Thames"
10090;"Martial Arts Gym";"Tower Hamlets"
283;"Martial Arts Gym";"Newham"
1917;"Health Clubs";"Haringey"
14969;"Health Clubs";"Hammersmith and Fulham"
10677;"Martial Arts Gym";"Merton"
4755;"Health Clubs";"Wandsworth"
15417;"Health Clubs";"Greenwich"
19415;"Health Clubs";"Bexley"
12404;"Health Clubs";"Harrow"
14982;"Health Clubs";"Hammersmith and Fulham"
9106;"Martial Arts Gym";"Tower Hamlets"
3547;"Gym with Swimming Pool";"Greenwich"
2535;"Other types";"Greenwich"
4377;"Social Gym";"Islington"
22975;"Gym with Swimming Pool";"Waltham Forest"
11226;"Outdoors Installations Gym";"Barking and Dagenham"
20472;"Dance Gym";"Richmond upon Thames"
10222;"Fitness Centers";"Newham"
21115;"Martial Arts Gym";"Barking and Dagenham"
19701;"Dance Gym";"Enfield"
6834;"Martial Arts Gym";"Hillingdon"
17836;"Martial Arts Gym";"Kensington and Chelsea"
20446;"Social Gym";"Barnet"
18228;"Dance Gym";"Southwark"
8011;"Other types";"Camden"
2420;"Outdoors Installations Gym";"Lewisham"
1392;"Martial Arts Gym";"Islington"
5962;"Martial Arts Gym";"Sutton"
4084;"Other types";"Hammersmith and Fulham"
7184;"Social Gym";"Redbridge"
5393;"Health Clubs";"Islington"
20336;"Fitness Centers";"Brent"
1978;"Martial Arts Gym";"Sutton"
5251;"Dance Gym";"Newham"
4432;"Outdoors Installations Gym";"Bromley"
16361;"Social Gym";"Harrow"
13832;"Other types";"Croydon"
18041;"Health Clubs";"Waltham Forest"
20762;"Fitness Centers";"Croydon"
12255;"Martial Arts Gym";"Lambeth"
8201;"Health Clubs";"Havering"
17776;"Gym with Swimming Pool";"Croydon"
13233;"Health Clubs";"Lambeth"
22389;"Other types";"Bexley"
17482;"Outdoors Installations Gym";"Barnet"
6326;"Smaller Gym";"Lambeth"
6118;"Martial Arts Gym";"Hackney"
7324;"Health Clubs";"Southwark"
924;"Health Clubs";"Haringey"
18921;"Other types";"Hammersmith and Fulham"
22543;"Martial Arts Gym";"Merton"
20876;"Dance Gym";"Camden"
7564;"Other types";"Bexley"
11873;"Other types";"Croydon"
5909;"Gym with Swimming Pool";"Croydon"
15880;"Dance Gym";"Kensington and Chelsea"
22570;"Other types";"Merton"
16929;"Martial Arts Gym";"Camden"
20609;"Social Gym";"Wandsworth"
18811;"Outdoors Installations Gym";"Sutton"
22602;"Fitness Centers";"Wandsworth"
12400;"Dance Gym";"Harrow"
13499;"Dance Gym";"Bexley"
22811;"Martial Arts Gym";"Kensington and Chelsea"
15352;"Other types";"Bromley"
2992;"Martial Arts Gym";"Kensington and Chelsea"
4502;"Dance Gym";"Brent"
2733;"Martial Arts Gym";"Kingston upon Thames"
974;"Martial Arts Gym";"Sutton"
1768;"Health Clubs";"Wandsworth"
23158;"Health Clubs";"Southwark"
725;"Dance Gym";"Kingston upon Thames"
13952;"Health Clubs";"Camden"
14981;"Other types";"Hammersmith and Fulham"
6865;"Fitness Centers";"Enfield"
13103;"Martial Arts Gym";"Waltham Forest"
2895;"Martial Arts Gym";"Haringey"
14918;"Health Clubs";"Westminster"
8129;"Other types";"Tower Hamlets"
21037;"Martial Arts Gym";"Redbridge"
12795;"Martial Arts Gym";"Enfield"
16688;"Fitness Centers";"Ealing"
15624;"Health Clubs";"Merton"
5553;"Dance Gym";"Bexley"
17724;"Dance Gym";"Enfield"
19612;"Social Gym";"Wandsworth"
10643;"Gym with Swimming Pool";"Kingston upon Thames"
3565;"Health Clubs";"Bexley"
5473;"Martial Arts Gym";"Harrow"
17127;"Health Clubs";"Newham"
19771;"Gym with Swimming Pool";"Croydon"
5943;"Health Clubs";"Sutton"
22614;"Martial Arts Gym";"Ealing"
9270;"Martial Arts Gym";"Barking and Dagenham"
13520;"Other types";"Barnet"
1619;"Martial Arts Gym";"NULL"
4126;"Gym with Swimming Pool";"Hackney"
23435;"Health Clubs";"Barnet"
5795;"Martial Arts Gym";"Ealing"
10602;"Other types";"Richmond upon Thames"
8184;"Martial Arts Gym";"Redbridge"
14770;"Health Clubs";"Enfield"
21331;"Dance Gym";"Brent"
11697;"Martial Arts Gym";"Wandsworth"
9923;"Smaller Gym";"Kensington and Chelsea"
5415;"Dance Gym";"Lewisham"
1781;"Gym with Swimming Pool";"Wandsworth"
13365;"Social Gym";"Bromley"
19854;"Social Gym";"Westminster"
18697;"Fitness Centers";"Hillingdon"
6407;"Fitness Centers";"Lewisham"
8555;"Other types";"Bexley"
7712;"Social Gym";"Merton"
344;"Martial Arts Gym";"Lambeth"
7582;"Martial Arts Gym";"NULL"
11314;"Social Gym";"Islington"
7976;"Martial Arts Gym";"Kensington and Chelsea"
11199;"Martial Arts Gym";"Newham"
6951;"Outdoors Installations Gym";"Sutton"
7352;"Smaller Gym";"Southwark"
15139;"Gym with Swimming Pool";"Havering"
2270;"Outdoors Installations Gym";"Newham"
19345;"Dance Gym";"Harrow"
20538;"Martial Arts Gym";"Kingston upon Thames"
14788;"Social Gym";"Haringey"
2142;"Other types";"Tower Hamlets"
20352;"Smaller Gym";"Brent"
10624;"Health Clubs";"Hounslow"
1109;"Martial Arts Gym";"Hammersmith and Fulham"
17434;"Other types";"Bexley"
12487;"Martial Arts Gym";"Bexley"
23472;"Fitness Centers";"Richmond upon Thames"
7872;"Martial Arts Gym";"Haringey"
6652;"Martial Arts Gym";"Richmond upon Thames"
13604;"Gym with Swimming Pool";"Hounslow"
20170;"Gym with Swimming Pool";"Lambeth"
6519;"Gym with Swimming Pool";"Greenwich"
13248;"Gym with Swimming Pool";"Lambeth"
11169;"Gym with Swimming Pool";"Havering"
20034;"Dance Gym";"Redbridge"
14734;"Social Gym";"Hillingdon"
17266;"Martial Arts Gym";"Islington"
21114;"Martial Arts Gym";"Barking and Dagenham"
8152;"Social Gym";"Waltham Forest"
22870;"Health Clubs";"Camden"
21010;"Health Clubs";"Waltham Forest"
1773;"Health Clubs";"Wandsworth"
4138;"Social Gym";"Tower Hamlets"
2594;"Martial Arts Gym";"NULL"
10292;"Other types";"Southwark"
1711;"Martial Arts Gym";"Kingston upon Thames"
4689;"Martial Arts Gym";"Hounslow"
6348;"Other types";"Southwark"
20025;"Gym with Swimming Pool";"Waltham Forest"
8695;"Dance Gym";"Kingston upon Thames"
11402;"Outdoors Installations Gym";"Harrow"
9606;"Health Clubs";"Richmond upon Thames"
7814;"Health Clubs";"Hillingdon"
18743;"Social Gym";"Haringey"
6291;"Other types";"Barking and Dagenham"
21123;"Martial Arts Gym";"Barking and Dagenham"
8872;"Other types";"Haringey"
23609;"Health Clubs";"Ealing"
22075;"Dance Gym";"Havering"
11442;"Other types";"Brent"
18381;"Smaller Gym";"Brent"
17104;"Outdoors Installations Gym";"Havering"
11888;"Outdoors Installations Gym";"Sutton"
12589;"Martial Arts Gym";"Richmond upon Thames"
15792;"Martial Arts Gym";"Haringey"
22455;"Gym with Swimming Pool";"Barnet"
15695;"Gym with Swimming Pool";"Ealing"
10861;"Martial Arts Gym";"Croydon"
12778;"Health Clubs";"Enfield"
2694;"Health Clubs";"Hounslow"
19435;"Smaller Gym";"Bexley"
18426;"Martial Arts Gym";"Bexley"
10059;"Martial Arts Gym";"Hackney"
4504;"Health Clubs";"Brent"
22085;"Health Clubs";"Newham"
16764;"Fitness Centers";"Haringey"
13522;"Other types";"Barnet"
2075;"Martial Arts Gym";"Hammersmith and Fulham"
3282;"Social Gym";"Newham"
13523;"Outdoors Installations Gym";"Barnet"
1427;"Martial Arts Gym";"Lewisham"
17059;"Martial Arts Gym";"Redbridge"
13571;"Other types";"Richmond upon Thames"
20126;"Other types";"Barking and Dagenham"
6611;"Other types";"Barnet"
9265;"Smaller Gym";"Barking and Dagenham"
3997;"Martial Arts Gym";"Kensington and Chelsea"
20071;"Martial Arts Gym";"Havering"
7780;"Martial Arts Gym";"Ealing"
12109;"Martial Arts Gym";"Waltham Forest"
5699;"Smaller Gym";"Kingston upon Thames"
11879;"Gym with Swimming Pool";"Sutton"
17346;"Fitness Centers";"Harrow"
7792;"Other types";"Ealing"
18285;"Martial Arts Gym";"Lewisham"
